Date,Open,High,Low,Close,Adj Close,Volume,Sentiment
2017-01-03,62.29129409790039,68.66000366210939,69.23999786376953,68.05000305175781,69.23999786376953,10473200,-0.5267
2017-01-04,62.6541862487793,69.05999755859375,69.62999725341797,68.59999847412111,68.66000366210939,7918000,0.0
2017-01-05,62.79026412963867,69.20999908447266,69.33000183105469,68.12000274658203,68.43000030517578,7099200,0.0
2017-01-06,61.92839050292969,68.26000213623047,68.5,68.01000213623047,68.41000366210939,9491100,-0.12055
2017-01-09,62.3366584777832,68.70999908447266,68.80000305175781,68.31999969482422,68.33000183105469,8685200,-0.10430000000000002
2017-01-10,61.90116882324219,68.23000335693361,69.26999664306639,68.22000122070311,68.63999938964844,10256500,0.0
2017-01-11,62.17333602905274,68.52999877929689,68.62000274658203,68.19000244140625,68.19999694824219,6697600,-0.5267
2017-01-12,61.66529083251953,67.97000122070311,68.55999755859375,67.91999816894531,68.36000061035156,6544900,0.0
2017-01-13,60.9031982421875,67.12999725341797,68.01999664306639,67.08000183105469,67.98000335693361,10012500,-0.1806
2017-01-17,62.07354354858398,68.41999816894531,69.29000091552734,68.05999755859375,68.09999847412111,13167500,0.20095
2017-01-18,61.79229354858398,68.11000061035156,68.11000061035156,67.54000091552734,67.87999725341797,7321500,-0.16133333333333336
2017-01-19,61.34777450561523,67.62000274658203,68.19000244140625,67.48000335693361,68.12999725341797,6821100,0.0
2017-01-20,60.94858169555664,67.18000030517578,67.83000183105469,67.01999664306639,67.73999786376953,12054700,-0.5122
2017-01-23,60.46773910522461,66.65000152587889,67.18000030517578,66.55999755859375,67.01000213623047,7951400,-0.3818
2017-01-24,61.148170471191406,67.40000152587889,67.41000366210939,66.66000366210939,66.88999938964844,10710600,0.0
2017-01-25,60.68545532226562,66.88999938964844,67.73000335693361,66.79000091552734,67.51999664306639,8722900,0.0086
2017-01-26,60.540321350097656,66.73000335693361,67.22000122070311,66.62000274658203,67.12999725341797,6504100,0.0
2017-01-27,59.56956100463867,65.66000366210939,66.97000122070311,65.27999877929689,66.86000061035156,13433600,-0.0772
2017-01-30,60.25905990600586,66.41999816894531,66.48000335693361,65.62999725341797,65.62999725341797,8641500,0.0
2017-01-31,60.54936981201172,66.73999786376953,66.88999938964844,65.87999725341797,66.20999908447266,9320900,-0.4588
2017-02-01,60.08668899536133,66.23000335693361,66.70999908447266,66.04000091552734,66.45999908447266,9050000,-0.2202
2017-02-02,60.51309585571289,66.69999694824219,67.13999938964844,66.33999633789061,66.33999633789061,8998700,-0.6369
2017-02-03,60.3316421508789,66.5,66.93000030517578,66.44000244140625,66.81999969482422,7625300,0.0
2017-02-06,60.24091720581055,66.40000152587889,66.86000061035156,66.37000274658203,66.37000274658203,9097200,0.21075
2017-02-07,60.68545532226562,66.88999938964844,67.0,66.51000213623047,66.55999755859375,5805700,0.0
2017-02-08,61.5201301574707,67.80999755859375,67.81999969482422,66.88999938964844,66.88999938964844,7660800,0.0
2017-02-09,62.67232894897461,69.08000183105469,69.13999938964844,67.75,67.80999755859375,11080500,-0.5994
