           Date        Open        High         Low       Close   Adj Close    Volume  Sentiment
178  2020-09-16  220.279999  222.259995  219.190002  219.589996  219.589996   5658400   0.000000
179  2020-09-17  218.460007  218.679993  216.500000  218.050003  218.050003   6940800   0.000000
180  2020-09-18  219.080002  221.009995  217.830002  218.210007  218.210007  11862200   0.000000
181  2020-09-21  214.000000  215.449997  208.729996  213.020004  213.020004   8341400   0.000000
182  2020-09-22  212.539993  214.750000  211.699997  214.160004  214.160004   5289400   0.000000
183  2020-09-23  213.940002  214.880005  209.380005  209.610001  209.610001   4421200   0.000000
184  2020-09-24  209.139999  210.229996  206.580002  208.720001  208.720001   3962000   0.000000
185  2020-09-25  207.000000  211.110001  206.820007  210.449997  210.449997   3562400   0.000000
186  2020-09-28  213.220001  215.470001  212.020004  213.539993  213.539993   5042800   0.000000
187  2020-09-29  213.589996  213.589996  210.240005  210.440002  210.440002   4036900   0.000000
188  2020-09-30  211.110001  213.699997  210.750000  212.940002  212.940002   5821800   0.000000
189  2020-10-01  214.300003  214.389999  210.619995  212.020004  212.020004   4758500   0.000000
190  2020-10-02  209.839996  213.679993  209.529999  211.179993  211.179993   4420000   0.000000
191  2020-10-05  213.089996  213.899994  212.050003  212.360001  212.360001   3648500   0.000000
192  2020-10-06  212.649994  213.479996  209.649994  210.259995  210.259995   5313600   0.000000
193  2020-10-07  212.330002  214.669998  211.360001  213.289993  213.289993   3758500   0.000000
194  2020-10-08  214.389999  215.690002  213.440002  215.149994  215.149994   3611100   0.000000
195  2020-10-09  215.880005  216.289993  214.160004  215.679993  215.679993   3090700   0.401900
196  2020-10-12  216.740005  217.429993  215.119995  216.410004  216.410004   3902000   0.000000
197  2020-10-13  215.759995  216.380005  212.000000  212.309998  212.309998   4848700   0.000000
198  2020-10-14  212.020004  212.350006  210.539993  210.910004  210.910004   5026300   0.000000
199  2020-10-15  209.270004  211.990005  208.220001  211.649994  211.649994   3063200   0.000000
200  2020-10-16  211.839996  213.830002  211.809998  211.910004  211.910004   3630400   0.000000
201  2020-10-19  212.160004  212.320007  208.199997  208.990005  208.990005   3410900   0.000000
202  2020-10-20  209.630005  211.449997  209.410004  210.059998  210.059998   3888500   0.000000
203  2020-10-21  208.970001  211.380005  208.610001  210.179993  210.179993   3192000   0.000000
204  2020-10-22  209.630005  211.779999  209.229996  211.610001  211.610001   2949900   0.000000
205  2020-10-23  212.429993  213.869995  211.729996  212.710007  212.710007   2830800   0.000000
206  2020-10-26  209.639999  210.259995  207.000000  208.490005  208.490005   4714100   0.000000
207  2020-10-27  208.000000  208.479996  206.580002  206.880005  206.880005   3037800   0.000000
208  2020-10-28  202.679993  203.880005  199.789993  200.699997  200.699997   7533600   0.000000
209  2020-10-29  200.029999  202.960007  197.809998  201.509995  201.509995   5224400   0.000000
210  2020-10-30  200.509995  202.270004  198.699997  201.899994  201.899994   5754000   0.000000
211  2020-11-02  204.839996  206.179993  203.059998  204.309998  204.309998   5937500   0.000000
212  2020-11-03  206.929993  209.800003  206.360001  206.630005  206.630005   5469900   0.000000
213  2020-11-04  206.589996  210.149994  204.779999  206.169998  206.169998   5974400   0.000000
214  2020-11-05  208.690002  210.860001  206.970001  207.449997  207.449997   5933800   0.000000
215  2020-11-06  208.449997  210.259995  207.589996  208.850006  208.850006   4305600   0.077200
216  2020-11-09  221.970001  225.229996  218.009995  221.500000  221.500000  11340800   0.000000
217  2020-11-10  221.820007  228.610001  220.940002  228.479996  228.479996   7057300   0.000000
218  2020-11-11  228.500000  228.979996  225.470001  227.369995  227.369995   4786100   0.000000
219  2020-11-12  225.009995  225.880005  223.179993  224.720001  224.720001   5109800   0.000000
220  2020-11-13  226.500000  228.149994  225.289993  227.419998  227.419998   4789500   0.000000
221  2020-11-16  230.580002  233.460007  229.860001  233.100006  233.100006   5766600   0.000000
222  2020-11-17  231.929993  234.970001  230.009995  233.160004  233.160004   5038400   0.296000
223  2020-11-18  233.570007  234.479996  230.000000  230.070007  230.070007   4740600   0.000000
224  2020-11-19  229.669998  229.970001  227.619995  229.529999  229.529999   4621800  -0.051600
225  2020-11-20  228.779999  229.720001  226.770004  227.009995  227.009995   4027300   0.476700
226  2020-11-23  229.770004  230.500000  228.039993  229.539993  229.539993   3630100   0.000000
227  2020-11-24  232.449997  234.990005  231.240005  233.919998  233.919998   4712500   0.000000
228  2020-11-25  233.919998  234.000000  232.009995  233.130005  233.130005   3249600   0.000000
229  2020-11-27  233.100006  234.169998  230.449997  231.550003  231.550003   1935800   0.000000
230  2020-11-30  231.190002  231.289993  228.169998  228.910004  228.910004   5989000   0.000000
231  2020-12-01  230.229996  231.979996  229.339996  229.679993  229.679993   4442400   0.000000
232  2020-12-02  229.800003  230.589996  228.309998  230.419998  230.419998   4679100   0.000000
233  2020-12-03  230.000000  231.500000  228.869995  231.020004  231.020004   4694500   0.000000
234  2020-12-04  230.240005  231.889999  230.240005  231.350006  231.350006   4749600   0.000000
235  2020-12-07  231.259995  231.259995  228.100006  229.240005  229.240005   4649300   0.000000
236  2020-12-08  227.460007  228.740005  226.610001  228.190002  228.190002   4587200   0.000000
237  2020-12-09  228.570007  228.899994  226.639999  227.509995  227.509995   4873800   0.000000
238  2020-12-10  226.449997  227.869995  225.729996  227.350006  227.350006   4567400   0.000000
239  2020-12-11  225.199997  226.729996  224.600006  226.389999  226.389999   4028100   0.000000
240  2020-12-14  227.679993  228.059998  222.360001  222.850006  222.850006   6541600   0.000000
241  2020-12-15  224.830002  225.860001  222.729996  224.380005  224.380005   5168000   0.000000
242  2020-12-16  225.479996  225.479996  221.820007  221.910004  221.910004   7537400   0.000000
243  2020-12-17  222.509995  225.020004  221.669998  224.679993  224.679993   7388000   0.000000
244  2020-12-18  224.789993  225.199997  221.679993  223.429993  223.429993  20663300   0.440400
245  2020-12-21  222.020004  224.199997  221.259995  223.490005  223.490005   7372500   0.000000
246  2020-12-22  223.580002  223.750000  221.759995  221.880005  221.880005   6157300   0.000000
247  2020-12-23  222.630005  224.910004  222.610001  224.240005  224.240005   4983900   0.000000
248  2020-12-24  224.600006  227.130005  224.210007  226.529999  226.529999   2387000   0.000000
249  2020-12-28  228.089996  230.149994  227.360001  228.410004  228.410004   3505500   0.000000
250  2020-12-29  230.500000  231.100006  229.100006  229.570007  229.570007   3799500   0.000000
251  2020-12-30  229.539993  230.589996  229.080002  229.649994  229.649994   3257400   0.000000
