Date,Adj Close,Close,High,Low,Open,Volume,Sentiment
2021-01-04,29.41383934020996,29.700000762939453,30.440000534057617,29.399999618530273,30.31999969482422,31421600,0.0
2021-01-05,30.235841751098633,30.530000686645508,30.950000762939453,29.81999969482422,30.09000015258789,37360000,0.0
2021-01-06,32.37502670288086,32.689998626708984,33.0,31.790000915527344,31.899999618530273,73507500,0.0
2021-01-07,33.1078987121582,33.43000030517578,34.20000076293945,33.31999969482422,33.58000183105469,50634100,0.0
2021-01-08,32.870208740234375,33.189998626708984,33.650001525878906,32.66999816894531,33.61000061035156,32324700,0.0
2021-01-11,32.91973114013672,33.2400016784668,33.560001373291016,32.31999969482422,32.63999938964844,33739300,0.0
2021-01-12,33.61298370361328,33.939998626708984,34.52000045776367,33.65999984741211,34.0,59146400,0.0
2021-01-13,33.474334716796875,33.79999923706055,34.2599983215332,33.630001068115234,33.81999969482422,35734800,0.0
2021-01-14,34.41518020629883,34.75,35.099998474121094,34.0099983215332,34.06999969482422,55856900,0.0
2021-01-15,31.731294631958008,32.040000915527344,33.5,31.81999969482422,33.08000183105469,91993100,0.0
2021-01-19,32.315608978271484,32.630001068115234,33.040000915527344,32.279998779296875,32.40999984741211,43806800,0.0
2021-01-20,32.14724349975586,32.459999084472656,32.83000183105469,32.29999923706055,32.779998779296875,29949800,0.0
2021-01-21,31.69167709350586,32.0,32.43000030517578,31.920000076293945,32.31999969482422,28240600,0.0
2021-01-22,31.592639923095703,31.899999618530273,32.060001373291016,31.149999618530273,31.34000015258789,24476100,0.0
2021-01-25,31.929367065429688,32.2400016784668,32.349998474121094,31.6200008392334,31.8799991607666,28515500,0.0
2021-01-26,31.07765007019043,31.3799991607666,32.529998779296875,31.360000610351562,32.4900016784668,28026500,0.0
2021-01-27,29.879310607910156,30.170000076293945,31.030000686645508,29.920000076293945,30.920000076293945,45074900,0.0
2021-01-28,30.51314353942871,30.809999465942383,31.049999237060547,30.309999465942383,30.530000686645508,28770200,0.0
2021-01-29,29.59210205078125,29.8799991607666,31.190000534057617,29.81999969482422,30.770000457763672,39500800,0.0
2021-02-01,29.7010440826416,29.989999771118164,30.219999313354492,29.68000030517578,30.139999389648438,23713400,0.0
2021-02-02,30.453720092773438,30.75,31.190000534057617,30.3799991607666,30.459999084472656,25302900,0.0
2021-02-03,31.394567489624023,31.700000762939453,31.770000457763672,30.610000610351562,30.719999313354492,28507800,0.0
2021-02-04,32.44767379760742,32.65999984741211,32.849998474121094,31.799999237060547,31.8700008392334,30825400,0.0
2021-02-05,32.34832763671875,32.560001373291016,33.189998626708984,32.5099983215332,33.0,24908100,0.0
2021-02-08,33.18286895751953,33.400001525878906,33.56999969482422,30.770000457763672,32.779998779296875,29223800,0.0
2021-02-09,33.04377365112305,33.2599983215332,33.40999984741211,32.90999984741211,33.209999084472656,23539800,0.0
2021-02-10,32.98416519165039,33.20000076293945,33.689998626708984,33.09000015258789,33.47999954223633,22687000,0.0
2021-02-11,32.507286071777344,32.720001220703125,33.34000015258789,32.369998931884766,33.20000076293945,22393200,0.0
2021-02-12,33.31201934814453,33.529998779296875,33.619998931884766,32.650001525878906,32.650001525878906,34473100,0.0
2021-02-16,34.5638313293457,34.790000915527344,34.93000030517578,34.0,34.06999969482422,36468200,0.0
2021-02-17,36.35213088989258,36.59000015258789,37.45000076293945,34.029998779296875,34.34000015258789,80157700,0.0
2021-02-18,36.719722747802734,36.959999084472656,37.36000061035156,36.18000030517578,36.439998626708984,43334700,0.0
2021-02-19,37.584068298339844,37.83000183105469,37.849998474121094,37.029998779296875,37.130001068115234,39023000,0.0
2021-02-22,37.01777267456055,37.2599983215332,37.91999816894531,37.099998474121094,37.66999816894531,34690000,0.0
2021-02-23,36.89855194091797,37.13999938964844,37.77000045776367,36.599998474121094,37.59000015258789,36792500,0.0
2021-02-24,38.04107666015625,38.290000915527344,38.34000015258789,37.13999938964844,37.2400016784668,42764300,0.0
2021-02-25,37.31582260131836,37.560001373291016,38.68000030517578,37.29999923706055,38.68000030517578,37233100,0.0
2021-02-26,35.93485641479492,36.16999816894531,37.40999984741211,35.93000030517578,37.099998474121094,39468000,0.0
2021-03-01,36.848880767822266,37.09000015258789,37.41999816894531,36.7400016784668,37.11000061035156,28066100,0.0
2021-03-02,36.89855194091797,37.13999938964844,37.45000076293945,36.9900016784668,37.150001525878906,19701200,0.0
2021-03-03,37.444976806640625,37.689998626708984,38.65999984741211,37.349998474121094,37.349998474121094,35365100,0.0
2021-03-04,36.91842269897461,37.15999984741211,38.0,36.36000061035156,37.619998931884766,42932500,0.0
2021-03-05,37.186668395996094,37.43000030517578,38.119998931884766,36.34000015258789,37.869998931884766,34558300,0.0
2021-03-08,38.41860580444336,38.66999816894531,38.880001068115234,37.77000045776367,38.130001068115234,38255200,0.0
2021-03-09,37.882118225097656,38.130001068115234,38.79999923706055,37.47999954223633,38.16999816894531,35854100,0.0
2021-03-10,39.32269287109375,39.58000183105469,39.70000076293945,38.279998779296875,38.68000030517578,38437200,0.0
2021-03-11,38.62724304199219,38.880001068115234,39.59000015258789,38.61000061035156,39.220001220703125,30598700,0.0
2021-03-12,39.71015548706055,39.970001220703125,40.02000045776367,39.41999816894531,39.5,28754000,0.0
2021-03-15,39.44190979003906,39.70000076293945,40.22999954223633,39.16999816894531,40.06999969482422,25892200,0.0
2021-03-16,39.09418487548828,39.349998474121094,39.4900016784668,38.720001220703125,39.369998931884766,24668300,0.0
2021-03-17,39.580997467041016,39.84000015258789,40.439998626708984,39.209999084472656,39.68000030517578,33537000,0.0
2021-03-18,40.54469680786133,40.810001373291016,41.540000915527344,40.150001525878906,40.150001525878906,57420600,0.0
2021-03-19,39.37236404418945,39.630001068115234,40.06999969482422,39.220001220703125,39.939998626708984,60291800,0.0
2021-03-22,38.71665954589844,38.970001220703125,39.310001373291016,38.619998931884766,39.279998779296875,32206000,0.0
2021-03-23,37.99140167236328,38.2400016784668,39.04999923706055,38.04999923706055,38.5,32494400,0.0
2021-03-24,37.8721809387207,38.119998931884766,39.02000045776367,38.11000061035156,38.36000061035156,24201700,0.0
2021-03-25,39.04450988769531,39.29999923706055,39.36000061035156,37.779998779296875,37.970001220703125,28773000,0.0
2021-03-26,39.50151824951172,39.7599983215332,40.22999954223633,39.16999816894531,39.900001525878906,29156100,0.0
2021-03-29,38.19009780883789,38.439998626708984,39.349998474121094,37.900001525878906,38.58000183105469,38426900,0.0
