Date,Adj Close,Close,High,Low,Open,Volume,Sentiment
2021-01-04,114.29882049560547,116.0199966430664,117.77999877929688,114.44000244140625,117.19999694824219,4579200,0.0
2021-01-05,115.21501922607422,116.94999694824219,117.63999938964844,115.33000183105469,116.0,3395200,0.0
2021-01-06,117.09668731689453,118.86000061035156,119.55999755859375,116.56999969482422,116.56999969482422,4493900,0.0
2021-01-07,116.9390640258789,118.69999694824219,119.7300033569336,117.95999908447266,118.87999725341797,3908900,0.0
2021-01-08,117.93407440185547,119.70999908447266,119.87000274658203,118.38999938964844,118.91000366210938,3529900,0.0
2021-01-11,116.74202728271484,118.5,119.4800033569336,117.58000183105469,118.55999755859375,3712700,0.0
2021-01-12,115.54998016357422,117.29000091552734,118.30000305175781,116.58999633789062,118.12000274658203,3213100,0.0
2021-01-13,116.9587631225586,118.72000122070312,119.70999908447266,117.12000274658203,117.69999694824219,4070900,0.0
2021-01-14,116.02286529541016,117.7699966430664,119.2699966430664,117.55000305175781,118.29000091552734,4281600,0.0
2021-01-15,115.07710266113281,116.80999755859375,118.30000305175781,116.58999633789062,117.54000091552734,5659500,0.0
2021-01-19,116.55484771728516,118.30999755859375,119.0,117.2300033569336,117.6500015258789,4508500,0.0
2021-01-20,117.52030944824219,119.29000091552734,119.5,117.95999908447266,118.55999755859375,4062500,0.0
2021-01-21,116.16078186035156,117.91000366210938,119.29000091552734,117.11000061035156,118.9000015258789,3806000,0.0
2021-01-22,114.85051727294922,116.58000183105469,117.76000213623047,116.55999755859375,117.69999694824219,3028300,0.0
2021-01-25,115.16576385498047,116.9000015258789,116.98999786376953,115.81999969482422,116.7300033569336,3287600,0.0
2021-01-26,115.01799774169922,116.75,117.54000091552734,116.56999969482422,117.02999877929688,3371600,0.0
2021-01-27,109.84587860107422,111.5,115.44999694824219,111.12999725341797,115.20999908447266,6894600,0.0
2021-01-28,113.06736755371094,114.7699966430664,115.86000061035156,112.16000366210938,112.16000366210938,4236900,0.0
2021-01-29,109.67839813232422,111.33000183105469,114.0199966430664,111.08000183105469,114.0199966430664,7315100,0.0
2021-02-01,109.53062438964844,111.18000030517578,113.22000122070312,110.44999694824219,112.66000366210938,5905500,0.0
2021-02-02,112.259521484375,113.94999694824219,115.26000213623047,112.27999877929688,112.91000366210938,3865900,0.0
2021-02-03,110.95911407470703,112.62999725341797,113.91000366210938,112.08999633789062,113.66999816894531,4602900,0.0
2021-02-04,115.2642822265625,117.0,117.4800033569336,112.51000213623047,113.12999725341797,5903500,0.0
2021-02-05,116.64351654052734,118.4000015258789,118.9000015258789,117.7300033569336,118.0,4147800,0.0
2021-02-08,116.31840515136719,118.06999969482422,118.7699966430664,117.5999984741211,118.37999725341797,4780300,0.0
2021-02-09,116.1312255859375,117.87999725341797,119.52999877929688,117.5199966430664,118.36000061035156,3624000,0.0
2021-02-10,115.69776153564453,117.44000244140625,119.0,116.94999694824219,118.58999633789062,3424000,0.0
2021-02-11,116.9587631225586,118.72000122070312,119.0,117.20999908447266,117.66000366210938,3892800,0.0
2021-02-12,117.96363067626953,119.73999786376953,119.87999725341797,118.52999877929688,118.93000030517578,3005400,0.0
2021-02-16,117.90452575683594,119.68000030517578,120.52999877929688,118.5999984741211,119.73999786376953,5417900,0.0
2021-02-17,116.4070816040039,118.16000366210938,119.0,117.12000274658203,118.52999877929688,3299400,0.0
2021-02-18,113.67817687988281,115.38999938964844,117.73999786376953,115.25,117.22000122070312,6044600,0.0
2021-02-19,111.64873504638672,113.33000183105469,116.08000183105469,112.62999725341797,115.61000061035156,10331500,0.0
2021-02-22,114.03282928466797,115.75,116.58000183105469,112.58000183105469,112.7699966430664,5808400,0.0
2021-02-23,116.24944305419922,118.0,119.75,116.5,117.48999786376953,5961400,0.0
2021-02-24,116.97846221923828,118.73999786376953,119.51000213623047,117.7699966430664,118.04000091552734,6461900,0.0
2021-02-25,116.1312255859375,117.87999725341797,118.9000015258789,117.0199966430664,118.08000183105469,4207900,0.0
2021-02-26,115.23473358154297,116.97000122070312,118.93000030517578,116.7699966430664,118.55999755859375,5225200,0.0
2021-03-01,116.11151885986328,117.86000061035156,119.20999908447266,117.56999969482422,118.0,4613400,0.0
2021-03-02,116.12138366699219,117.87000274658203,118.48999786376953,117.12000274658203,118.0999984741211,3688200,0.0
2021-03-03,116.20018768310547,117.94999694824219,119.05000305175781,116.80000305175781,117.2699966430664,4564100,0.0
2021-03-04,113.55994415283203,115.2699966430664,118.56999969482422,114.06999969482422,118.08000183105469,5052300,0.0
2021-03-05,116.5055923461914,118.26000213623047,118.76000213623047,115.26000213623047,115.70999908447266,4636100,0.0
2021-03-08,114.93917846679688,116.66999816894531,118.44000244140625,116.61000061035156,118.25,3873900,0.0
2021-03-09,115.31354522705078,117.05000305175781,119.13999938964844,116.91000366210938,117.58999633789062,4025400,0.0
2021-03-10,116.899658203125,118.66000366210938,119.44000244140625,117.2699966430664,118.0999984741211,4475200,0.0
2021-03-11,116.34795379638672,118.0999984741211,119.3499984741211,117.5999984741211,119.3499984741211,3654700,0.0
2021-03-12,117.04743194580078,118.80999755859375,119.23999786376953,117.86000061035156,117.94999694824219,3063400,0.0
2021-03-15,117.38239288330078,119.1500015258789,119.55000305175781,118.16999816894531,119.12000274658203,3886200,0.0
2021-03-16,117.17550659179688,118.94000244140625,119.66000366210938,118.30000305175781,119.3499984741211,3590500,0.0
2021-03-17,116.80113983154297,118.55999755859375,119.63999938964844,118.44000244140625,119.11000061035156,4398400,0.0
2021-03-18,117.067138671875,118.83000183105469,120.25,118.22000122070312,118.41999816894531,4269700,0.0
2021-03-19,114.88992309570312,116.62000274658203,118.68000030517578,116.37999725341797,118.66000366210938,9590600,0.0
2021-03-22,115.10665130615234,116.83999633789062,117.7699966430664,115.51000213623047,116.5,4879100,0.0
2021-03-23,113.3235092163086,115.02999877929688,117.08000183105469,114.77999877929688,116.81999969482422,6830800,0.0
2021-03-24,114.23971557617188,115.95999908447266,117.0999984741211,115.11000061035156,115.1500015258789,4206200,0.0
2021-03-25,115.4278564453125,116.58000183105469,116.87999725341797,114.77999877929688,115.88999938964844,3944400,0.0
2021-03-26,117.3882827758789,118.55999755859375,118.80999755859375,116.01000213623047,116.66000366210938,5802900,0.0
2021-03-29,117.98236083984375,119.16000366210938,119.66000366210938,117.0199966430664,117.63999938964844,4285400,0.0
2021-03-30,117.6556167602539,118.83000183105469,119.33000183105469,118.18000030517578,118.5199966430664,4489600,0.0
2021-03-31,116.96253204345703,118.12999725341797,119.44000244140625,118.06999969482422,119.27999877929688,5711800,0.0
2021-04-01,117.02194213867188,118.19000244140625,118.77999877929688,117.62000274658203,118.44000244140625,6020900,0.0
2021-04-05,119.06158447265625,120.25,120.30999755859375,118.48999786376953,118.83000183105469,4984400,0.0
2021-04-06,119.95268249511719,121.1500015258789,121.80999755859375,119.6500015258789,119.88999938964844,5128200,0.0
2021-04-07,119.43782806396484,120.62999725341797,122.05000305175781,119.95999908447266,121.0,4299600,0.0
2021-04-08,119.45762634277344,120.6500015258789,121.55999755859375,120.58999633789062,121.29000091552734,3393800,0.0
2021-04-09,120.7942886352539,122.0,122.0,120.66000366210938,120.9000015258789,3918700,0.0
2021-04-12,120.58636474609375,121.79000091552734,122.26000213623047,121.1500015258789,121.75,4361400,0.0
2021-04-13,122.4081802368164,123.62999725341797,123.91000366210938,121.26000213623047,121.44000244140625,6238700,0.0
2021-04-14,122.6755142211914,123.9000015258789,124.86000061035156,123.52999877929688,123.5999984741211,5845000,0.0
2021-04-15,124.60623931884766,125.8499984741211,126.13999938964844,124.01000213623047,124.01000213623047,5605300,0.0
2021-04-16,124.6656494140625,125.91000366210938,126.83000183105469,125.08000183105469,126.83000183105469,4509800,0.0
2021-04-19,124.88346862792969,126.12999725341797,126.29000091552734,125.0999984741211,125.36000061035156,4172200,0.0
2021-04-20,127.01222229003906,128.27999877929688,128.4199981689453,125.79000091552734,125.91000366210938,5411000,0.0
2021-04-21,128.96275329589844,130.25,131.3800048828125,128.36000061035156,128.80999755859375,6046000,0.0
2021-04-22,128.56671142578125,129.85000610351562,130.91000366210938,129.3300018310547,130.07000732421875,3623300,0.0
2021-04-23,129.9033660888672,131.1999969482422,131.7899932861328,129.50999450683594,129.88999938964844,3801200,0.0
2021-04-26,128.8340301513672,130.1199951171875,131.49000549316406,130.02000427246094,131.4199981689453,2793900,0.0
2021-04-27,128.68551635742188,129.97000122070312,130.38999938964844,128.89999389648438,129.3699951171875,3279100,0.0
2021-04-28,129.9033660888672,131.1999969482422,131.6199951171875,130.0,130.25999450683594,3875100,0.0
2021-04-29,130.2003936767578,131.5,132.3000030517578,130.91000366210938,132.0800018310547,4239100,0.0
2021-04-30,129.62612915039062,130.9199981689453,131.2100067138672,129.77999877929688,130.6699981689453,4866200,0.0
2021-05-03,129.9033660888672,131.1999969482422,131.91000366210938,130.89999389648438,131.75999450683594,3109800,0.0
2021-05-04,127.23004913330078,128.5,130.99000549316406,128.07000732421875,130.8699951171875,6659000,0.0
2021-05-05,125.744873046875,127.0,128.4499969482422,126.41000366210938,128.36000061035156,7670900,0.0
2021-05-06,126.04191589355469,127.30000305175781,127.5,125.81999969482422,126.73999786376953,4449500,0.0
2021-05-07,125.44783020019531,126.69999694824219,128.44000244140625,126.5199966430664,127.44999694824219,3871100,0.0
