Date,Open,High,Low,Close,Adj Close,Volume,Sentiment
2018-01-02,108.7260513305664,111.8000030517578,111.80999755859376,108.55999755859376,108.9499969482422,11014300,0.06305000000000001
2018-01-03,109.1928482055664,112.27999877929688,113.19000244140624,111.4499969482422,112.19000244140624,9237900,0.0
2018-01-04,109.1442413330078,112.2300033569336,113.0,111.62999725341795,112.9499969482422,7417400,-0.09849999999999999
2018-01-05,108.55099487304688,111.62000274658205,112.68000030517578,111.23999786376952,112.68000030517578,6008300,0.25899999999999995
2018-01-08,106.9949951171875,110.0199966430664,111.27999877929688,109.54000091552734,110.88999938964844,8052600,0.0
2018-01-09,106.91719818115234,109.94000244140624,110.86000061035156,109.86000061035156,110.12999725341795,5838000,-0.2954666666666667
2018-01-10,106.46012115478516,109.47000122070312,110.5,109.01000213623048,109.95999908447266,6060000,0.0
2018-01-11,107.9383316040039,110.98999786376952,111.08000183105469,109.51000213623048,110.25,6427000,0.28595
2018-01-12,109.37763214111328,112.47000122070312,112.72000122070312,111.0,111.31999969482422,5899900,0.0
2018-01-16,107.64657592773438,110.69000244140624,113.16000366210938,110.62000274658205,113.06999969482422,8069200,0.0
2018-01-17,108.8913803100586,111.97000122070312,112.20999908447266,110.56999969482422,111.1999969482422,7030700,0.0
2018-01-18,107.38400268554688,110.41999816894531,111.98999786376952,110.1999969482422,111.73999786376952,8070900,0.0
2018-01-19,107.54931640625,110.58999633789062,111.08999633789062,109.83999633789062,110.97000122070312,10514300,0.0
2018-01-22,108.04530334472656,111.0999984741211,111.55999755859376,110.05999755859376,110.2699966430664,8073600,0.0593
2018-01-23,107.37427520751952,110.41000366210938,111.13999938964844,109.88999938964844,110.2699966430664,7477300,0.0
2018-01-24,107.46179962158205,110.5,111.43000030517578,110.29000091552734,110.95999908447266,7211800,0.0
2018-01-25,107.51042938232422,110.5500030517578,111.81999969482422,110.12000274658205,110.5999984741211,6291000,0.0
2018-01-26,109.10533142089844,112.19000244140624,112.52999877929688,110.66999816894531,110.80999755859376,7743800,-0.1626
2018-01-29,108.47320556640624,111.54000091552734,112.4499969482422,111.23999786376952,112.0999984741211,6847800,-0.2294
2018-01-30,107.08251953125,110.11000061035156,112.41999816894531,110.0999984741211,111.41999816894531,8393900,-0.010000000000000009
2018-01-31,105.68211364746094,108.66999816894531,110.12000274658205,108.47000122070312,110.08000183105469,9841400,0.0
2018-02-01,107.45206451416016,110.48999786376952,110.6500015258789,107.36000061035156,108.62000274658205,9518900,0.0
2018-02-02,105.7112808227539,108.6999969482422,110.58000183105469,108.4499969482422,109.9499969482422,9947700,0.0
2018-02-05,101.8212661743164,104.6999969482422,108.62999725341795,104.01000213623048,107.0999984741211,15107900,0.0
2018-02-06,103.2508544921875,106.16999816894531,106.1999969482422,101.76000213623048,102.87999725341795,17765100,0.0
2018-02-07,101.87962341308594,104.76000213623048,108.02999877929688,104.41000366210938,107.83000183105469,12445000,0.0
2018-02-08,98.56336975097656,101.3499984741211,105.81999969482422,101.19000244140624,105.47000122070312,12667500,-0.4215
2018-02-09,100.25553131103516,103.08999633789062,103.75,100.26000213623048,102.5500030517578,12479700,-0.148
2018-02-12,100.54728698730469,103.38999938964844,104.63999938964844,102.0999984741211,103.93000030517578,9584700,0.2294
2018-02-13,101.25721740722656,104.12000274658205,104.30999755859376,102.4000015258789,102.63999938964844,8447900,0.0
2018-02-14,101.7240219116211,104.5999984741211,104.76000213623048,102.69000244140624,103.48999786376952,7425700,0.11315
2018-02-15,102.28807067871094,105.18000030517578,105.56999969482422,103.93000030517578,105.36000061035156,6494700,-0.2401
2018-02-16,103.60094451904295,106.52999877929688,107.3499984741211,105.19000244140624,105.19000244140624,8746400,0.15394000000000002
2018-02-20,103.06607818603516,105.9800033569336,107.56999969482422,105.5199966430664,106.37000274658205,6734500,0.0
2018-02-21,102.16165161132812,105.0500030517578,106.91000366210938,105.0199966430664,106.0,6743300,-0.34
2018-02-22,102.34642028808594,105.23999786376952,106.01000213623048,104.93000030517578,105.30999755859376,4462200,0.1468
2018-02-23,104.30116271972656,107.25,107.36000061035156,105.43000030517578,105.75,6101100,0.5070250000000001
2018-02-26,106.79076385498048,109.80999755859376,109.80999755859376,107.66999816894531,108.0,8138200,0.0
2018-02-27,101.9865951538086,104.87000274658205,108.16000366210938,104.8499984741211,108.0,14179600,0.20081666666666664
