Headline;Month;Day
Many Facial-Recognition Systems Are Biased, Says U.S. Study;12;19
The Decade Tech Lost Its Way;12;16
Why Twitch Is Still the King of Live Game Streaming;12;15
Google Fires 4 Workers Active in Labor Organizing;11;26
A.I. Is Making It Easier to Kill (You). Here’s How.;12;13
This Man May Be Big Tech’s Biggest Threat;12;8
The Week in Business: Uber’s Sexual Assault Problem;12;8
This Week in Tech: What on Earth Is a Quantum Computer?;12;6
Google Hires Firm Known for Anti-Union Efforts;11;20
Campaigns Say Google Ad Policy Sidesteps Problem of Disinformation;11;22
Our Brains Are No Match for Our Technology;12;5
Trump Administration Sued Over Social Media Screening for Visa Applicants;12;5
Google Changed Its Political Ad Policy. Will Facebook Be Next?;11;22
Google Policy Change Upends Online Plans for 2020 Campaigns;11;20
We No Longer Expect Privacy. You Can Change That.;12;3
Facebook Testing a Way to Let You Move Photos to Rival Sites;12;2
The Week in Business: Google Is Coming for Your Health Records;11;17
Apple, Bowing to Russian Pressure, Recognizes Crimea Annexation on Map;11;28
Supreme Court to Hear Google and Oracle Copyright Case;11;15
Google Stadia Wants You to Replace Your Video Game Console. Don’t.;11;18
Internet Companies Prepare to Fight the ‘Deepfake’ Future;11;24
Google Makes a Bid for Banking, Where Tech Firms Go to Stumble;11;13
Google to Store and Analyze Millions of Health Records;11;12
The Week in Tech: A.I.’s Threat to White-Collar Jobs;11;22
Imagine Being on Trial. With Exonerating Evidence Trapped on Your Phone.;11;22
With Big Tech in Their Path, Start-Ups Turn to Business Markets;11;22
What Is End-to-End Encryption? Another Bull’s-Eye on Big Tech;11;19
Big Tech’s Toughest Opponent Says She’s Just Getting Started;11;19
Justice Dept. Could Widen Its Scrutiny of Tech Companies, Official Says;11;18
Artificial Intelligence Is Too Important to Leave to Google and Facebook Alone;11;11
The Week in Tech: Algorithmic Bias Is Bad. Uncovering It Is Good.;11;15
Alphabet Board Investigates Sexual Misconduct Accusations;11;7
We’re Stuck With the Tech Giants. But They’re Stuck With Each Other.;11;13
How Laws Against Child Sexual Abuse Imagery Can Make It Harder to Detect;11;12
Google to Buy Fitbit for $2.1 Billion;11;1
We Teach A.I. Systems Everything, Including Our Biases;11;11
Fervor Grows for Regulating Big Tech;11;11
With a Laser, Researchers Say They Can Hack Alexa, Google Home or Siri;11;4
